,Unnamed: 0,track_id,Artist,album_name,Song,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
67029,67029,5jXwDTzWWPK4AzJwHEHdkQ,Daddy Yankee;Myke Towers;Jhayco,Frescura y Perreo,SÚBELE EL VOLUMEN,2,223366,True,0.83,0.623,6,-4.056,1,0.0801,0.0219,0.0,0.0812,0.614,101.036,4,latin
10032,10032,6GM93QLita5nZknl6G2s4M,Noisia;Mefjus,The Resonance IV,Concussion - Mefjus Remix,44,226046,False,0.607,0.98,1,-0.488,1,0.25,0.000282,0.841,0.566,0.396,172.039,4,breakbeat
106906,106906,0Fc9QSMX6fgEBgDjUax7t7,Zara Larsson;Steve James,Ruin My Life (Remixes),Ruin My Life - Steve James Remix,55,177096,True,0.723,0.837,11,-6.487,1,0.0389,0.0103,0.000477,0.0834,0.643,123.952,4,swedish
24676,24676,0XlsXcBfpJq4cFXJM5BOXK,Random Noise Generation;Octave One,Endustry,Soul Xchange - Original Mix,5,412984,False,0.541,0.587,2,-9.766,1,0.0392,4.01e-06,0.691,0.0548,0.444,126.016,4,detroit-techno
8119,8119,0lOk1COnPBSFGzg1Gt5IBa,Ella Fitzgerald,A Very 60s Christmas,Rudolph The Red-Nosed Reindeer,0,171773,False,0.596,0.315,8,-9.175,1,0.0428,0.961,0.0,0.258,0.64,119.935,4,blues
48759,48759,6yd2M373yAtIg6g7wqLSlT,Dune,Happy Hardcore Top 100,Hardcore Vibes - South Bound Mix Cut,30,291213,False,0.588,0.69,4,-8.72,0,0.0396,0.014,0.2,0.0729,0.436,163.778,4,hardcore
95725,95725,0ii5SK9VQVFB8CU3WI5Syr,TIMBALIVE,From Miami a La Habana,Enredado en Tu Pelo - Timbalive Version,28,319360,False,0.782,0.88,9,-6.34,1,0.0472,0.592,0.0,0.205,0.899,98.003,4,salsa
101034,101034,6DkWvMJZjYQdeat4itVt97,White Noise for Babies,Sea of White Noise,Moons,0,187464,False,0.179,0.145,2,-16.26,1,0.0433,0.00239,0.85,0.1,0.0381,76.705,5,sleep
106846,106846,144Yxmjq9xQZjJx1QegH1N,Lasse Stefanz,Greatest Hits,Felicita,37,210093,False,0.636,0.871,7,-6.47,1,0.0312,0.169,0.0,0.202,0.939,107.798,4,swedish
8683,8683,3DWNcWoQ2LLqgPYEDaCwkG,Z.Z. Hill,The Rhythm and the Blues,Someone Else Is Steppin' In,34,219693,False,0.786,0.721,10,-6.94,1,0.0625,0.235,0.00087,0.12,0.891,130.802,3,blues
49484,49484,0hlh787aY52rcNvJHnE0Ml,Mike NRG;Weapon X,Lost in Dreams (Q-Base OST 2008),Lost In Dreams - Weapon X Remix,23,296360,False,0.547,0.867,6,-5.04,1,0.0326,0.0546,0.489,0.0735,0.253,163.002,4,hardstyle
60550,60550,1QsILO369FaBdl6V9YNFGl,Fetty Wap,Fetty Wap (Deluxe),D.A.M.,51,225866,True,0.697,0.676,7,-3.51,0,0.0395,0.00752,0.0,0.0898,0.372,136.01,4,j-dance
83353,83353,1qZMPmpD1jDcOA7gZ6TCde,Swedish House Mafia;Pharrell Williams,One (Your Name),One (Your Name) - Radio Edit,65,163246,False,0.733,0.673,9,-6.572,0,0.0333,0.0132,0.0049,0.16,0.636,125.061,4,progressive-house
32612,32612,5L7EcEdJAZ3TEpWEfsOMLD,Yellow Claw;Yade Lauren,Los Amsterdam,Love & War,49,180150,False,0.577,0.911,1,-4.449,1,0.0512,0.0186,0.0587,0.159,0.543,160.036,4,electronic
47306,47306,1grvqYbhgqJxwdzeY1vgSb,Scorpions,Blackout,No One Like You (2015 - Remaster),31,238866,False,0.441,0.796,9,-2.851,0,0.0431,0.0167,2.52e-06,0.166,0.696,118.146,4,hard-rock
60457,60457,2SVJX8h6SlkMwfCplSMWyk,Grim YG,Natural Hot,Natural Hot,21,181133,True,0.877,0.596,7,-4.882,0,0.323,0.348,0.0,0.0585,0.717,96.887,4,j-dance
1370,1370,1hH6gstgij0Noc7UnOynAf,OQuadro;Jorge Du Peixe,Preto Sem Açúcar,Asas,21,192000,False,0.723,0.636,10,-10.265,0,0.25,0.3,2.37e-05,0.144,0.813,79.958,4,afrobeat
274,274,2nBrIzKacrNdIxs90FlsT1,Roses & Frey,Wake Me Up,Wake Me Up,58,196819,False,0.494,0.214,7,-11.041,1,0.0363,0.92,1.07e-05,0.107,0.35,125.981,3,acoustic
2741,2741,3vq7aH5bBDHGg2szzHUdUw,Type O Negative,Post-Millennial Noise,I Don't Wanna Be Me,0,308826,False,0.473,0.977,8,-8.651,0,0.15,0.0243,0.604,0.0931,0.0449,100.552,4,alt-rock
77643,77643,4iW4MrGO9UEqshklHLwZRh,Kamisa 10,"Pagode do K10 (Ao Vivo em Goiânia), Vol. 1",Sou o Cara pra Você / 4G / Escondidinho / Nudes Não - Ao Vivo,44,424287,False,0.522,0.782,1,-6.383,1,0.0647,0.716,0.0,0.867,0.702,159.877,4,pagode
39362,39362,1bKQ48M9onID2kbSpRy8kK,Scorpions,Crazy World,Send Me An Angel,70,273333,False,0.153,0.417,1,-11.587,1,0.0318,0.434,0.000622,0.211,0.166,80.87,3,german
105905,105905,58eukN93h5b7rBlbcR6owz,Ewert,Trading Bikes,Trading Bikes,31,177622,False,0.822,0.459,5,-5.009,1,0.073,0.287,0.822,0.287,0.521,90.028,4,study
35058,35058,5Zq9n3NJ6QOsvcFwvS5SuC,Zé Vaqueiro,O Original,Forró No Interior,49,169049,False,0.712,0.918,2,-1.957,1,0.0722,0.35,0.0,0.109,0.83,149.897,4,forro
37102,37102,4jyjh3jL2utCwaKTqKwI9l,Clean Bandit;Jess Glynne;The Magician,10's Dance Classics,Rather Be - The Magician Remix,0,274800,False,0.809,0.757,1,-6.246,0,0.0424,0.0157,0.0943,0.0997,0.587,121.013,4,funk
57765,57765,522Kz7dt6L6UVoHZzXpgkn,Rohit Shakya;Sajjan Raj Vaidya,Mellow,Mellow,48,216000,False,0.695,0.78,10,-4.912,1,0.0514,0.11,0.000143,0.0744,0.604,74.978,4,indie
63158,63158,6Mq4q5OIMO25vBsKpFdlnH,Aimer,朝が来る,朝が来る,57,294933,False,0.335,0.92,1,-4.086,1,0.0986,0.00118,0.0,0.354,0.246,83.117,4,j-rock
10259,10259,2Bo5v0ItxAdMwx1nyLOjJX,Orbital;Lady Leshurr,Wonky,Wonky,17,373733,False,0.62,0.929,7,-6.813,1,0.045,0.0037,0.0566,0.0942,0.417,128.019,4,breakbeat
37943,37943,3nxRHGSdTr6lwc2QCrRAEv,Sampa Crew,Sampa Crew,Eterno Amor,43,260533,False,0.696,0.581,5,-10.402,1,0.0628,0.435,6.59e-06,0.667,0.268,142.0,4,funk
70824,70824,17IidG1HMhzJ7hee4uOikv,S.H.E,Forever 新歌 + 精选,触电,43,261506,False,0.611,0.583,7,-5.471,1,0.0306,0.182,0.0,0.143,0.663,179.34,4,mandopop
91023,91023,5Pl7IrRjL0O3mmclPQlpWh,Imagine Dragons,Kick It,Thunder,4,187146,False,0.601,0.824,0,-4.757,1,0.0474,0.00866,0.173,0.155,0.246,167.965,4,rock
27072,27072,4ZtYo7EHWYsTvqsLL153r4,Pendulum,Come Alive,Come Alive,53,233092,False,0.524,0.962,2,-2.796,1,0.0292,2.39e-05,0.496,0.332,0.234,103.022,4,drum-and-bass
30019,30019,7oS2EnBWSHxzR2m6CxNJYA,David Guetta;Becky Hill;Ella Henderson,All Bops,Crazy What Love Can Do,0,169756,False,0.601,0.713,4,-3.758,0,0.0449,0.0282,0.0,0.158,0.464,122.872,4,edm
16987,16987,143yDZNsliy9RcosuXZIYQ,Wolfgang Amadeus Mozart;Academy of St. Martin in the Fields;Sir Neville Marriner,Mozart - All Day Classics,"Les petits riens, K.app.10 (ballet): 6. Gavotte gracieuse",11,74000,False,0.296,0.0242,9,-27.154,1,0.0546,0.99,0.907,0.199,0.248,175.619,3,classical
104732,104732,3LOqsmtYm5N717CDCUMtN7,María Isabel,Solo Quiero Pachanga,Antes Muerta Que Sencilla,28,154493,False,0.76,0.917,0,-5.197,1,0.186,0.0269,0.0,0.107,0.966,160.014,4,spanish
106993,106993,1PnYlRz7y97T26egDekfgx,Mats Rådberg;Rankarna,Det är inte lätt att va' ödmjuk,Det verkar kärlek (Sounds Like Love),35,168306,False,0.757,0.453,7,-10.801,1,0.041,0.411,6.38e-05,0.125,0.868,131.093,4,swedish
4313,4313,5PSaVasleQvJZ2mDN83Ixr,James Heather,Stories From Far Away On Piano,Biomes,59,162946,False,0.246,0.111,3,-24.418,1,0.0443,0.913,0.871,0.11,0.137,126.738,4,ambient
74404,74404,43wl08dxGA8h51kuahHLYJ,Erick Roza,Moça,Moça,42,144372,False,0.657,0.522,0,-11.893,1,0.0301,0.601,0.000865,0.108,0.229,140.028,4,mpb
54062,54062,0yQJdXUI1sAGgMapnpqrGi,Praveen;Rohan Prakash;Khadhijah Shareef;Nishitha Menon;Arya Prakash,Golisoda 2 (Original Motion Picture Soundtrack),Kannamma,9,269760,False,0.704,0.622,2,-10.363,1,0.0314,0.574,0.0454,0.0529,0.379,132.995,4,idm
5879,5879,7fgA5gjOjGlsIPLbUFvHDb,大原ゆい子,TVアニメ『無職転生 ~異世界行ったら本気だす~』Theme Song Collection,旅人の唄,43,264087,False,0.404,0.668,10,-5.746,0,0.0303,0.0137,0.000326,0.123,0.495,136.98,3,anime
83735,83735,3bTjVR73jjv8ifAYbpohUe,Lucas & Steve,Rage,Rage,50,175714,False,0.56,0.978,1,-4.538,0,0.0824,0.0173,0.674,0.286,0.553,126.029,4,progressive-house
62334,62334,4T6HLdP6OcAtqC6tGnQelG,Michael Bublé,Call Me Irresponsible,Everything,71,212373,False,0.686,0.688,6,-4.981,0,0.0254,0.39,1.03e-06,0.0924,0.493,123.125,4,j-pop
51957,51957,21bFBk0oi19JQzHJoifZSn,Amrit Maan;Tehjeeb Hafi,Allah Maaf Kre,Allah Maaf Kre,57,210000,False,0.544,0.501,8,-7.152,0,0.0625,0.455,0.0,0.108,0.517,97.922,4,hip-hop
55899,55899,4WLeyA2WjHmrKLLdr6YZ4M,Salim–Sulaiman;Sunidhi Chauhan;Vijay Prakash;Kausar Munir,Mardaani Anthem,Mardaani Anthem,42,228702,False,0.51,0.844,9,-2.321,0,0.335,0.43,0.0,0.0454,0.575,91.2,4,indian
50066,50066,4X2nqt4Pu1lcmYYeuGBjkG,Almafuerte,Del Entorno,Por Nacer,33,178373,False,0.252,0.961,4,-3.42,0,0.0706,0.000452,0.000474,0.0674,0.421,85.313,4,heavy-metal
103468,103468,6w8ZPYdnGajyfPddTWdthN,Adele,30,Can I Get It,74,210384,False,0.703,0.68,9,-6.118,0,0.0431,0.0171,0.0,0.178,0.536,97.985,4,soul
18875,18875,4TFYvTpA7QLnCcMlugJj6W,Wyatt Cenac,Furry Dumb Fighter,Ladies and Germs,20,488605,True,0.524,0.532,10,-13.171,0,0.948,0.884,0.0,0.765,0.51,55.704,3,comedy
2662,2662,3QI2FbgxMG42vJjqNEHOP3,O Rappa,7 Vezes,Em busca do porrão - Versão 2,47,312280,True,0.652,0.57,5,-9.013,0,0.0259,0.638,0.00815,0.154,0.78,92.978,4,alt-rock
70619,70619,4krYRz1TcFweFvmREcygeU,Mayday,五月天 | 步步 | 自選作品輯 the Best of 1999-2013,擁抱,47,286826,False,0.415,0.448,0,-7.659,1,0.0303,0.417,0.0,0.106,0.249,119.889,4,mandopop
112156,112156,2oNbJh6ohXY88ispYK9AWK,Da Poet;Kayra,Manifest,Manifest,43,215083,False,0.759,0.862,7,-4.604,1,0.293,0.209,0.0,0.0557,0.623,89.976,4,turkish
83480,83480,7adZFwp4PnLDL2QrQhv8fD,Swedish House Mafia;The Weeknd,Moth To A Flame,Moth To A Flame (with The Weeknd) - Extended Mix,52,298750,False,0.705,0.643,0,-8.766,0,0.0548,0.000831,0.000605,0.136,0.223,119.987,4,progressive-house
110550,110550,5z0QLEpkbUh00SevSuYxOh,Shpongle,Are You Shpongled?,Divine Moments of Truth,42,620333,False,0.449,0.704,6,-8.83,1,0.0712,0.0194,0.614,0.319,0.273,90.822,3,trance
54908,54908,7GFAkrFWWDd2T0PyP0KPiW,Recue,All the Wrong Places (Remastered),Bivouac,9,244000,False,0.539,0.773,5,-8.504,1,0.0374,0.00309,0.725,0.149,0.0779,94.986,4,idm
32586,32586,2iqA5Na5vlo0bnZUf8KT1N,LCD Soundsystem,new body rhumba (from the film White Noise),new body rhumba (from the film White Noise),61,443853,False,0.707,0.931,2,-5.463,1,0.0545,0.0933,0.00267,0.153,0.702,136.822,4,electronic
111955,111955,08cBDGzPfgexMmwV1fvi7K,Faithless;David Guetta,God Is a DJ,God is A DJ - Extended,35,256368,False,0.683,0.838,6,-5.741,1,0.0416,0.0272,0.747,0.114,0.0399,125.986,4,trip-hop
97797,97797,7dfftDUxQcnjjmjFjbm6T4,Jorge & Mateus,Jorge & Mateus Ao Vivo Em Goiânia (Ao Vivo Em Goiânia / 2007),Goiânia Me Espera - Ao Vivo Em Goiânia / 2007,45,166613,False,0.706,0.951,7,-4.189,1,0.0658,0.447,0.0,0.899,0.95,118.008,4,sertanejo
109103,109103,46N0cSUeoKfdGOGG852Jk1,Space 92;The YellowHeads,Planet X,Planet X,52,227871,False,0.792,0.836,7,-6.252,1,0.0648,0.006,0.878,0.108,0.183,130.003,4,techno
13659,13659,2tOesqy3dQL8N4tqSaO79z,Felix Da Housecat;Röyksopp,The Glitz Part Deux Remix Edition,What Does it Feel Like - Royksopp Return To The Sun Remix,32,432177,False,0.798,0.506,9,-9.331,0,0.0824,0.00225,0.578,0.101,0.356,123.001,4,chicago-house
44904,44904,0xN2e2Odk9nPLOLpacow2e,12 Stones,We Are One (WWE Mix),We Are One - WWE Mix,41,223160,False,0.394,0.934,10,-5.494,1,0.103,0.000205,0.000258,0.204,0.262,127.041,4,grunge
27853,27853,7wId87yNWH9OLB9sBBlnkN,Fred V;Paul Dowling,Climbing The Walls,Climbing The Walls,45,211992,False,0.484,0.803,4,-4.539,0,0.0462,0.00909,1.42e-06,0.161,0.19,173.974,4,drum-and-bass
107559,107559,5dkXVqSVgoThf6YwgiORMz,Videoclub,Euphories,What Are You so Afraid Of,45,147573,False,0.559,0.561,0,-8.924,1,0.0244,0.213,0.0304,0.135,0.103,105.048,4,synth-pop
54419,54419,0hVoGcQfWl7KnAhi7cpXC3,dreissk,State of Decay 2 (Original Game Soundtrack),New Hope,11,206869,False,0.0717,0.459,6,-16.526,1,0.0622,0.738,0.931,0.0925,0.0356,185.643,4,idm
7600,7600,4Eh0EzmssbxXKjPBKXd0EB,Crooked Still,Shaken By A Low Sound (Deluxe),Ecstasy (Instrumental Edit),43,221016,False,0.624,0.402,9,-14.837,0,0.0327,0.571,0.873,0.105,0.326,132.084,4,bluegrass
79842,79842,10ZVSS0MiaKl9hQXAmBjYS,The Hush Sound,Goodbye Blues,Not Your Concern,30,174893,False,0.575,0.758,9,-5.512,0,0.031,0.157,0.0,0.0853,0.703,135.992,4,piano
30732,30732,32il27dOrLpIru8Evp4Pu7,Marshmello;Mae Muller;Trippie Redd,American Psycho (with Mae Muller feat. Trippie Redd),American Psycho (with Mae Muller feat. Trippie Redd),67,153195,False,0.617,0.514,9,-7.099,1,0.0722,0.0154,0.0,0.118,0.365,81.067,4,edm
11541,11541,2S8xyNRJX1XQdo3qnTuovI,The Beatles,Abbey Road (Remastered),Maxwell's Silver Hammer - Remastered 2009,58,207920,False,0.764,0.426,2,-11.045,1,0.0405,0.629,0.000119,0.132,0.726,131.12,4,british
68663,68663,6DoL1yYIwEW7VZMRaJhoJI,Chris Jedi;Anuel AA;Chencho Corleone;Ñengo Flow,La Llevo Al Cielo (Ft. Ñengo Flow),La Llevo Al Cielo (Ft. Ñengo Flow),88,254920,True,0.795,0.845,9,-3.809,0,0.135,0.105,1.14e-05,0.172,0.769,170.023,4,latino
29982,29982,3At9iZJpHFkIsVFO4IKe4u,Abelation;Saka,Elite,Elite,40,233141,False,0.631,0.675,1,-5.778,1,0.329,0.172,0.46,0.29,0.453,139.962,4,dubstep
107165,107165,3a3xhycCEf2HN4fm4nIe1O,Electroforez;superkomfort,505 (Deluxe),Фотограф,53,143661,False,0.805,0.879,4,-4.799,0,0.0415,0.0503,0.000758,0.338,0.912,142.0,4,synth-pop
100351,100351,55z0yEsG9giLqLI31XmGSW,Los Prisioneros,La Cultura De La Basura,Cuando Te Vayas,39,291160,False,0.508,0.747,9,-10.249,0,0.0469,0.0112,0.000339,0.0954,0.439,144.575,4,ska
108506,108506,6Y0EIzZmLz9zWQineeK6Kz,Ariel Ardit;Andrés Linetzky,"Intimos, Vol. 1 en vivo en Bebop",Quedemonos Aqui - En Vivo,18,236708,False,0.417,0.313,2,-9.524,0,0.0533,0.882,5.9e-05,0.648,0.335,63.269,4,tango
32182,32182,1MDEvpaFk2Ins7N8hGfFlA,Martin Jensen;FAST BOY,One Day,One Day,68,152990,False,0.605,0.834,8,-5.879,0,0.286,0.204,0.0,0.214,0.503,126.277,4,electronic
73897,73897,3zSE9jTN4IclVG3MOllnhT,Laurent Garnier,Shot in the Dark,Astral Dreams - Speakers Mix,18,372560,False,0.823,0.938,9,-10.606,1,0.097,0.0271,0.0848,0.112,0.404,133.838,4,minimal-techno
73941,73941,0tbrsff15gnYATaHF9Y1V4,Sven & Olav;Sven Kuhlmann,Sommer in Berlin 2021,Sommer in Berlin 2021 - Radio Mix,17,196000,False,0.854,0.639,7,-6.915,1,0.11,0.00533,0.41,0.63,0.652,124.001,4,minimal-techno
6334,6334,0J1SNj1evDHEYHZzHT7Zps,Aversions Crown,Hell Will Come for Us All,Caught in the System,21,240381,False,0.41,0.946,5,-3.776,1,0.066,0.00692,0.0,0.35,0.0781,135.036,4,black-metal
4475,4475,5mjfIZabc3GGbIYtBa6VEw,Brambles,Charcoal,To Speak Of Solitude,55,261480,False,0.163,0.047,3,-24.975,0,0.0344,0.938,0.955,0.14,0.0389,85.607,4,ambient
107051,107051,53UKOu8knQIiceqiPiudV3,Tove Lo,Fifty Shades Darker (Original Motion Picture Soundtrack),Lies In The Dark,52,221440,False,0.299,0.448,1,-7.819,1,0.0452,0.0275,0.0,0.0892,0.172,177.59,4,synth-pop
42497,42497,4FiyvQ1oi89AOzemfZpp2q,Extreme Noise Terror,Retrobution,Invisible War,13,156693,False,0.371,0.969,6,-7.777,1,0.0889,1.03e-05,0.0305,0.228,0.294,100.963,4,grindcore
11206,11206,0llzwIl1LZHvOW2GIKJ3jQ,Lorne Balfe,Mission: Impossible - Fallout (Music from the Motion Picture),Fallout,44,90080,False,0.434,0.404,0,-13.207,1,0.0458,0.341,0.899,0.0734,0.136,168.919,5,british
11133,11133,2Pe2uda2pqu1CyK3RqtOAW,Lianne La Havas,20's R'n'B,Bittersweet,0,236640,False,0.57,0.409,5,-7.555,0,0.0331,0.345,0.000188,0.219,0.304,137.8,4,british
51292,51292,6Ozx2ngGtXrqznTKhKBlrT,Ajay-Atul;Ajay Gogavale,Agneepath (Original Motion Picture Soundtrack),Deva Shree Ganesha,63,356826,False,0.34,0.96,1,-5.427,1,0.0802,0.238,4.32e-06,0.0378,0.475,150.04,4,hip-hop
2442,2442,6MCy7TQ6qOvEdayIkbC8kc,Blind Melon,Fiesta temática 90s,No Rain,0,217200,False,0.359,0.573,9,-6.054,1,0.0326,0.665,0.000178,0.136,0.562,73.368,4,alt-rock
97929,97929,59I4zeY0veIyBye6V8Qhsw,Gian & Giovani,Uma História De Sucesso (Ao Vivo),Roupa De Lua-De-Mel - Ao Vivo,43,214813,False,0.557,0.585,7,-6.753,1,0.0396,0.572,0.0,0.972,0.599,82.617,1,sertanejo
93224,93224,2gFrejz48wRgBnBQVixUNO,Rashid Beibutov,Qalalıyam Qalalı (Azərbaycan Xalq Mahnıları),Girdim Yarın Bağçasına,5,201200,False,0.361,0.169,11,-13.005,0,0.0344,0.989,0.000171,0.0933,0.198,109.309,3,romance
26840,26840,4vAXV6Byr8E6CmuZuO6OSH,Cameron's Bedtime Classics,Lullabies and Nursery Rhymes,If You're Happy and You Know it Clap Your Hands - Original Mix,18,44786,False,0.649,0.338,0,-13.893,1,0.0766,0.713,0.862,0.101,0.58,101.446,4,disney
60588,60588,5cjZzR5YxP3ZhPjft1u9YY,Jah Vinci;Nae.Nae,Imac Riddim,Sexual Commentary - Radio Edit,22,174310,False,0.608,0.788,8,-4.413,1,0.375,0.0995,0.0,0.207,0.676,130.878,5,j-dance
6695,6695,6iqQX4KlFL28KMqiEFMWCQ,Hypocrisy,The Final Chapter,A Coming Race,19,308533,False,0.173,0.89,4,-7.81,0,0.0672,1.52e-06,0.822,0.237,0.091,120.008,4,black-metal
99345,99345,5J5VBW8G9ViJfzX5FEYvni,Tom Petty and the Heartbreakers,Christmas Eve At Home,Christmas All Over Again,0,253626,False,0.44,0.838,9,-6.196,1,0.0423,0.0956,0.0,0.473,0.619,138.908,4,singer-songwriter
28078,28078,6f1oG9hTx3NETgV6q4rkw5,ILLENIUM,ASCEND,Take You Down,54,221398,False,0.275,0.657,11,-3.9,1,0.0431,0.396,0.000148,0.305,0.219,169.638,4,dub
14777,14777,7M8T9iv6w49bOxpchiSVCR,Peppa Pig Stories,Grandpa Pig's Train to the Rescue,Grandpa Pig's Train to the Rescue,43,290736,False,0.709,0.479,6,-13.243,1,0.943,0.776,0.0,0.436,0.682,126.792,3,children
41374,41374,0gaQZpcyDE0AK1m0tYNUt7,Håkan Hellström,Rampljus,Rampljus,26,58727,False,0.453,0.171,11,-13.325,0,0.0426,0.815,0.0,0.687,0.526,103.149,3,goth
29981,29981,4g3o3KScQl3MVW8THLDBVQ,Ace Aura;Voicians,UMBRA,UMBRA,43,217600,False,0.438,0.953,6,-2.085,0,0.152,0.0126,0.00394,0.104,0.124,149.871,4,dubstep
62353,62353,1yt4wO7dKCwsfjch8SN9aU,Sayuri,花の塔,花の塔,67,275614,False,0.486,0.948,9,-1.59,1,0.122,0.0242,0.0286,0.137,0.507,170.015,4,j-pop
80617,80617,2lALqW28yjkmb6LCBBUc7j,Arijit Singh;Palak Muchhal,R...Rajkumar (Original Motion Picture Soundtrack),Dhokha Dhadi,58,249730,False,0.595,0.688,2,-6.391,1,0.0386,0.516,0.0,0.0842,0.866,91.979,4,pop-film
97208,97208,7Huhnnm74bfVtOXsvvmxzu,Chitãozinho & Xororó,A Arte De Chitãozinho & Xororó,Saco De Ouro,50,175573,False,0.731,0.418,5,-8.51,1,0.0382,0.381,0.0,0.111,0.843,120.161,4,sertanejo
82114,82114,32SckiFOYb8bwYewY51WA7,Cheap Trick,Top Gun - Motion Picture Soundtrack (Special Expanded Edition),"Mighty Wings - From ""Top Gun"" Original Soundtrack",56,231040,False,0.467,0.937,5,-8.285,1,0.0483,0.0269,0.0,0.235,0.848,158.071,4,power-pop
108563,108563,2kFAFkE3sTgTM7DwSrSEj3,Miguel Calo;Alberto Podestá,Pedacito De Cielo,Dos Fracasos,18,156813,False,0.646,0.194,11,-8.878,0,0.0515,0.984,0.165,0.171,0.627,129.179,4,tango
92183,92183,18rI489dTiiDiBSWMW0TSu,Eikichi Yazawa,永吉 (50th Anniversary Remastered),PURE GOLD - Remastered 2022,37,239960,False,0.677,0.717,7,-8.342,1,0.0633,0.188,0.000585,0.0935,0.6,122.938,4,rockabilly
45492,45492,50sWFRRbPHNz7n7Nt1N93E,Steve Petrunak,Instrumental Versions of Current Country Songs: Meant To Be,Make It Sweet (Instrumental Version),25,184111,False,0.447,0.332,7,-11.319,1,0.0334,0.864,0.798,0.0815,0.67,89.9,4,guitar
57363,57363,4S9oFNsKx4ZzW4eFws0iYO,Bhuvan Bam,Safar,Safar,48,211379,False,0.642,0.728,7,-6.692,1,0.0315,0.245,0.00238,0.101,0.411,124.983,4,indie
39053,39053,5QHRON3xuXFOWlXeZU4oVF,Zedd;Alessia Cara,Weekend Baby,Stay,0,210400,False,0.689,0.623,5,-5.025,0,0.0621,0.254,0.0,0.113,0.546,101.998,4,german
70370,70370,1ILwI5d4fRL2XvVVuTL9Wq,Jay Chou,跨時代,愛的飛行日記,47,252586,False,0.639,0.791,8,-5.968,1,0.0335,0.231,0.0,0.111,0.305,113.021,4,mandopop
44708,44708,16AFbRYIdpesOleGTKClHs,Linkin Park,The Hunting Party,Mark the Graves,43,305013,False,0.442,0.925,9,-3.781,1,0.0648,0.00195,0.496,0.0851,0.196,134.94,4,grunge
92669,92669,1tY8PhIOqDTx1GHDEhSuxh,Connie Francis,The Collection,Lipstick On Your Collar,45,136573,False,0.526,0.931,7,-6.723,1,0.0526,0.342,9.91e-05,0.271,0.929,165.365,4,rockabilly
4813,4813,6hiPJSPAKqGTjPx1gUlKZS,Lucy Rose,Like I Used To,Be Alright,37,235560,False,0.578,0.162,5,-10.48,1,0.0374,0.74,0.0,0.178,0.195,135.495,4,ambient
94178,94178,4ID45W7QoisqbyFPst3wih,Lokel,World Burns,World Burns,60,141049,False,0.781,0.373,11,-10.866,1,0.0791,0.202,0.0346,0.142,0.301,125.978,4,sad
94104,94104,1c03f9YZmO792D7hRjZMYi,Austin George,Hands On You,Hands On You,62,155567,False,0.616,0.557,11,-5.871,0,0.0413,0.354,1.53e-06,0.345,0.626,159.91,4,sad
2448,2448,36foZ6OSZvUPgR3uNbuHiI,Los Bunkers,Rock un sentimiento vol. I,Quién Fuera,0,218120,False,0.446,0.814,9,-3.421,1,0.0306,0.000682,0.000814,0.101,0.554,138.112,4,alt-rock
99388,99388,3DF1ix5ynSLWQesZNZvUEV,Isak Danielson,JULPYNTA,Snowman,0,168000,False,0.51,0.306,4,-11.214,0,0.0305,0.687,0.0,0.0811,0.23,99.896,3,singer-songwriter
105237,105237,3Xl7gON72joBquu8YJG8z9,Crate Diggers,Mixtape,Sentimental Mood,38,109500,False,0.738,0.558,10,-12.088,0,0.0423,0.000663,0.163,0.17,0.601,80.03,4,study
15798,15798,5el5IEyb9ki6rxmGckY0Hk,Celestial Alignment,Northern Lights,One More Coffee,3,118492,False,0.627,0.117,8,-21.584,1,0.0376,0.979,0.926,0.264,0.382,68.845,4,chill
97317,97317,1Iz07jlK4Eg8VQD0eBZTTO,Lauana Prado,Raiz (Ao Vivo),Por Toda Vida / Recaídas - Ao Vivo,48,251498,False,0.653,0.848,9,-3.978,1,0.0325,0.2,0.0,0.608,0.434,105.988,4,sertanejo
68675,68675,2wp7OUgPvFipU9fHGjNEcr,Jerry Di,Reggaeton Mix Perreito,El Diablo,0,184853,False,0.863,0.768,7,-2.227,0,0.184,0.0851,0.000119,0.105,0.673,107.971,4,latino
37291,37291,7pe5uLgTTJwaCkbMyJT6Qq,INXS,Hits Pop Rock 90's,Elegantly Wasted,1,272506,False,0.736,0.781,5,-3.98,1,0.0443,0.00124,0.0138,0.0796,0.787,110.014,4,funk
19070,19070,6eWeTcpAu5F68IQf2xWTU3,Shania Twain,Los Clásicos del Pop 90s,You're Still The One,3,212560,False,0.558,0.54,3,-7.2,1,0.0305,0.501,0.0,0.252,0.654,133.774,4,country
95106,95106,51VXh14DlqZuloQGCocvKA,Asdrubar,Abrázame,Abrázame,38,233615,False,0.65,0.889,0,-5.194,1,0.0503,0.287,0.000583,0.0441,0.869,195.907,4,salsa
30092,30092,2QKALbvieihPo40okeVa1v,Tiësto,House Anthems,The Business,4,164000,False,0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031,4,edm
10740,10740,6PbhI4RX7jsbe8a8tHOwgi,Deekline;Ed Solo;General Levy;Benny Page,General Levy presents Welcome To The Jungle + Mix by Deekline & Ed Solo,VIP Sound - Benny Page Remix,11,250971,False,0.627,0.854,7,-4.58,1,0.0716,0.000943,0.000756,0.21,0.387,174.979,4,breakbeat
